"name","last_name","first_name","graduation_date","rank_at_graduation","class","graduated_from","pilot_type","military_hometown_of_record","state","aerial_victory_credits","number_of_aerial_victory_credits","reported_lost","reported_lost_date","reported_lost_location","web_profile"
"Radcliffe, Lloyd L.","Radcliffe","Lloyd L.",1945-04-15,"2nd Lt","SE-45-B","TAAF","Single engine","New Haven","CT",,0,,,,
"Ragsdale, Lincoln J.","Ragsdale","Lincoln J.",1945-11-20,"2nd Lt","SE-45-H","TAAF","Single engine","Ardmore","OK",,0,,,,"https://cafriseabove.org/lincoln-j-ragsdale-sr/"
"Ramsey, James C.","Ramsey","James C.",1944-05-23,"Flight Officer","SE-44-E","TAAF","Single engine","Augusta","GA",,0,,,,"https://cafriseabove.org/james-c-ramsey/"
"Ramsey, Pierce T.","Ramsey","Pierce T.",1945-09-08,"Flight Officer","TE-45-F","TAAF","Twin engine","Philadelphia","PA",,0,,,,
"Rapier, Gordon M.","Rapier","Gordon M.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Gary","IN",,0,,,,
"Rayburg, Nathaniel P.","Rayburg","Nathaniel P.",1943-11-03,"Flight Officer","SE-43-J","TAAF","Single engine","Washington","DC",,0,,,,
"Rayford, Lee","Rayford","Lee",1942-05-20,"2nd Lt","SE-42-E","TAAF","Single engine","Washington","DC",,0,,,,"https://cafriseabove.org/lee-rayford/"
"Raymond, Frank R.","Raymond","Frank R.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Martinville","LA",,0,,,,
"Rayner, Ahmed A., Jr.","Rayner","Ahmed A., Jr.",1944-03-12,"2nd Lt","TE-44-C","TAAF","Twin engine","Chicago","IL",,0,,,,
"Rector, John A.","Rector","John A.",1944-09-08,"1st Lt","TE-44-H","TAAF","Twin engine","Pittsburg","PA",,0,,,,
"Reed, Marsille P.","Reed","Marsille P.",1945-03-11,"2nd Lt","SE-45-A","TAAF","Single engine","Tillar","AR",,0,,,,
"Reeves, Ronald W.","Reeves","Ronald W.",1944-08-04,"2nd Lt","SE-44-G","TAAF","Single engine","Washington","DC",,0,,,,"https://cafriseabove.org/ronald-w-reeves/"
"Reid, Maury M.","Reid","Maury M.",1944-08-04,"Flight Officer","SE-44-G","TAAF","Single engine","New York","NY",,0,,,,"https://cafriseabove.org/maury-m-reid-jr/"
"Reynolds, Clarence E., Jr.","Reynolds","Clarence E., Jr.",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Ahoskie","NC",,0,,,,
"Rhodes, George M., Jr.","Rhodes","George M., Jr.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Brooklyn","NY","Downed 1 Fw-190 on August 14, 1944",1,,,,
"Rice, Clayo C.","Rice","Clayo C.",1945-03-11,"2nd Lt","SE-45-A","TAAF","Single engine","Bridgetown","NJ",,0,,,,
"Rice, Price D.","Rice","Price D.",1942-10-09,"2nd Lt","SE-42-I","TAAF","Single engine","Montclair","NJ",,0,,,,
"Rice, William E.","Rice","William E.",1944-08-04,"Flight Officer","SE-44-G","TAAF","Single engine","Swarthmore","PA",,0,,,,"https://cafriseabove.org/william-e-rice/"
"Rich, Daniel L.","Rich","Daniel L.",1944-04-15,"2nd Lt","SE-44-D","TAAF","Single engine","Rutherford","NJ","Downed 1 Me-109 on March 31, 1945",1,,,,
"Richardson, Eugene J., Jr.","Richardson","Eugene J., Jr.",1945-03-11,"2nd Lt","SE-45-A","TAAF","Single engine","Camden","NJ",,0,,,,
"Richardson, Virgil J.","Richardson","Virgil J.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Bronx","NY",,0,,,,
"Roach, Charles J.","Roach","Charles J.",1945-09-08,"Flight Officer","TE-45-F","TAAF","Twin engine","Brooklyn","NY",,0,,,,
"Roach, John B.","Roach","John B.",1945-08-04,"Flight Officer","TE-45-E","TAAF","Twin engine","Boston","MA",,0,,,,
"Robbins, Emory L., Jr.","Robbins","Emory L., Jr.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Chicago","IL",,0,,,,"https://cafriseabove.org/emory-l-robbins-jr/"
"Roberts, Frank E.","Roberts","Frank E.",1944-01-07,"2nd Lt","SE-44-A","TAAF","Single engine","Boston","MA",,0,,,,
"Roberts, George S.","Roberts","George S.",1942-03-06,"2nd Lt","SE-42-C","TAAF","Single engine","Fairmont","WV",,0,,,,"https://cafriseabove.org/george-s-spanky-roberts/"
"Roberts, Lawrence E.","Roberts","Lawrence E.",1944-12-28,"2nd Lt","TE-44-J","TAAF","Twin engine","Vauxhall","NJ",,0,,,,"https://cafriseabove.org/lawrence-edward-roberts-sr/"
"Roberts, Leon C.","Roberts","Leon C.",1942-08-05,"2nd Lt","SE-42-G","TAAF","Single engine","Prichard","AL","Downed 1 Fw-190 on January 27, 1944",1,,,,"https://cafriseabove.org/leon-c-roberts/"
"Roberts, Leroy, Jr.","Roberts","Leroy, Jr.",1944-05-23,"2nd Lt","SE-44-E","TAAF","Single engine","Toccoa","GA",,0,,,,
"Roberts, Logan","Roberts","Logan",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Robinson, Carroll H.","Robinson","Carroll H.",1944-04-15,"2nd Lt","SE-44-D","TAAF","Single engine","Atlanta","GA",,0,,,,
"Robinson, Curtis C.","Robinson","Curtis C.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Orangeburg","SC",,0,,,,
"Robinson, Isaiah E., Jr.","Robinson","Isaiah E., Jr.",1945-11-20,"2nd Lt","TE-45-H","TAAF","Twin engine","Birmingham","AL",,0,,,,
"Robinson, Robert C., Jr.","Robinson","Robert C., Jr.",1944-08-04,"2nd Lt","SE-44-G","TAAF","Single engine","Asheville","NC",,0,,,,"https://cafriseabove.org/robert-c-robinson-jr/"
"Robinson, Robert L., Jr.","Robinson","Robert L., Jr.",1945-06-27,"2nd Lt","SE-45-D","TAAF","Single engine","Wilcoe","WV",,0,,,,
"Robinson, Spencer M.","Robinson","Spencer M.",1945-03-11,"2nd Lt","SE-45-A","TAAF","Single engine","Monroe","NJ",,0,,,,
"Robinson, Theodore W.","Robinson","Theodore W.",1945-11-20,"2nd Lt","TE-45-H","TAAF","Twin engine","Chicago","IL",,0,,,,
"Robnett, Harris H., Jr.","Robnett","Harris H., Jr.",1944-08-04,"Flight Officer","TE-44-G","TAAF","Twin engine","Denver","CO",,0,,,,
"Rodgers, Marion R.","Rodgers","Marion R.",1944-02-08,"2nd Lt","SE-44-B","TAAF","Single engine","Elizabeth","NJ",,0,,,,
"Rogers, Amos A.","Rogers","Amos A.",1943-12-05,"Flight Officer","TE-43-K","TAAF","Twin engine","Tuskegee Inst.","AL",,0,,,,
"Rogers, Corneilus G.","Rogers","Corneilus G.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Chicago","IL",,0,,,,
"Rogers, John W.","Rogers","John W.",1942-08-05,"2nd Lt","SE-42-G","TAAF","Single engine","Chicago","IL",,0,,,,
"Rohlsen, Henry E.","Rohlsen","Henry E.",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Christiansted","VI",,0,,,,
"Romine, Roger","Romine","Roger",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","Oakland","CA","Downed 1 Me-109 on July 18, 1944; Downed 1 Me-109 on July 26, 1944; Downed 1 Me-109 on October 12, 1944",3,,,,"https://cafriseabove.org/roger-romine/"
"Rose, William Y.","Rose","William Y.",1943-09-30,"1st Lt","CL-43-1","TAAF","Liaison pilot","Chicago","IL",,0,,,,
"Ross, Mac","Ross","Mac",1942-03-06,"2nd Lt","SE-42-C","TAAF","Single engine","Dayton","OH",,0,,,,"https://cafriseabove.org/mac-ross/"
"Ross, Merrill Ray","Ross","Merrill Ray",1946-01-29,"2nd Lt","SE-45-I","TAAF","Single engine","Pineville","KY",,0,,,,
"Ross, Washington D.","Ross","Washington D.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Ashland","KY",,0,,,,"https://cafriseabove.org/washington-dubois-ross/"
"Rowe, Claude A.","Rowe","Claude A.",1946-06-28,"2nd Lt","TE-46-C","TAAF","Twin engine","Detroit","MI",,0,,,,"https://cafriseabove.org/claude-alexander-rowe-jr/"
"Rucker, William A.","Rucker","William A.",1944-01-07,"2nd Lt","TE-44-A","TAAF","Twin engine","Washington","PA",,0,,,,
"Russell, James C.","Russell","James C.",1945-10-16,"Flight Officer","TE-45-G","TAAF","Twin engine","Los Angeles","CA",,0,,,,
"Samuels, Frederick H.","Samuels","Frederick H.",1944-09-08,"Flight Officer","TE-44-H","TAAF","Twin engine","Philadelphia","PA",,0,,,,
"Sanderlin, Willis E.","Sanderlin","Willis E.",1945-05-23,"2nd Lt","SE-45-C","TAAF","Single engine","Washington","DC",,0,,,,
"Sanders, Pearlee E.","Sanders","Pearlee E.",1943-03-25,"2nd Lt","SE-43-C","TAAF","Single engine","Bessemer","AL",,0,,,,
"Saunders, Martin G.","Saunders","Martin G.",1945-08-04,"2nd Lt","SE-45-E","TAAF","Single engine","Jamaica","NY",,0,,,,
"Sawyer, Harold E.","Sawyer","Harold E.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Columbus","OH","Downed 1 Fw-190 on July 12, 1944; Downed 1 Me-109 on July 25, 1944",2,,,,
"Scales, Norman W.","Scales","Norman W.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Austin","TX",,0,,,,
"Schell, Wyrain T.","Schell","Wyrain T.",1944-06-27,"Flight Officer","SE-44-F","TAAF","Single engine","Brooklyn","NY",,0,,,,
"Schwing, Herbert J.","Schwing","Herbert J.",1945-03-11,"2nd Lt","TE-45-A","TAAF","Twin engine","New York","NY",,0,,,,
"Scott, Floyd R., Jr.","Scott","Floyd R., Jr.",1945-09-08,"Flight Officer","SE-45-F","TAAF","Single engine","Asbury Park","NJ",,0,,,,
"Scott, Henry B.","Scott","Henry B.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Jersey City","NJ",,0,,,,
"Scott, Joseph P.","Scott","Joseph P.",1945-08-04,"2nd Lt","SE-45-E","TAAF","Single engine","Chicago","IL",,0,,,,
"Scott, Wayman E.","Scott","Wayman E.",1945-11-20,"Flight Officer","TE-45-H","TAAF","Twin engine","Oberlin","OH",,0,,,,
"Selden, Wiley W.","Selden","Wiley W.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Norfolk","VA",,0,,,,
"Session, Mansfield L.","Session","Mansfield L.",1945-05-23,"2nd Lt","SE-45-C","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Shannon, William H.","Shannon","William H.",1943-09-30,"Captain","CL-43-1","TAAF","Liaison pilot","Chicago","IL",,0,,,,
"Sheats, George H.","Sheats","George H.",1945-04-15,"2nd Lt","SE-45-B","TAAF","Single engine","New Haven","CT",,0,,,,
"Shepherd, James H.","Shepherd","James H.",1944-08-04,"Flight Officer","TE-44-G","TAAF","Twin engine","Washington","DC",,0,,,,
"Sheppard, Harry A.","Sheppard","Harry A.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Jamaica","NY",,0,,,,
"Sherard, Earl S., Jr.","Sherard","Earl S., Jr.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Columbus","OH",,0,,,,
"Sherman, George","Sherman","George",1945-10-16,"Flight Officer","SE-45-G","TAAF","Single engine","Albany","IL",,0,,,,
"Shivers, Clarence L.","Shivers","Clarence L.",1944-12-28,"Flight Officer","SE-44-J","TAAF","Single engine","St. Louis","MO",,0,,,,
"Shults, Lloyd R.","Shults","Lloyd R.",1944-04-15,"2nd Lt","TE-44-D","TAAF","Twin engine","N. Plainsfield","NJ",,0,,,,
"Sidat-Singh, Wilmeth W.","Sidat-Singh","Wilmeth W.",1943-03-25,"2nd Lt","SE-43-C","TAAF","Single engine","Washington","DC",,0,,,,"https://cafriseabove.org/wilmeth-sidat-singh/"
"Simeon, Albert B., Jr.","Simeon","Albert B., Jr.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Detroit","MI",,0,,,,
"Simmons, Alphonso","Simmons","Alphonso",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Jacksonville","FL",,0,,,,"https://cafriseabove.org/alphonso-simmons/"
"Simmons, Donehue","Simmons","Donehue",1946-01-29,"Flight Officer","TE-45-I","TAAF","Twin engine","Chicago","IL",,0,,,,
"Simmons, Paul C., Jr.","Simmons","Paul C., Jr.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Detroit","MI",,0,,,,
"Simons, Richard A.","Simons","Richard A.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","White Plains","NY","Downed 1 Me-109 on April 26, 1945",1,,,,
"Simpson, Jesse H.","Simpson","Jesse H.",1944-08-04,"Flight Officer","TE-44-G","TAAF","Twin engine","Fresno","CA",,0,,,,
"Sims, Thomas D.","Sims","Thomas D.",1948-10-12,"2nd Lt",,"Williams AFB, AZ","Single engine","Williams AFB","AZ",,0,,,,
"Singletary, Lloyd G.","Singletary","Lloyd G.",1943-03-25,"2nd Lt","SE-43-C","TAAF","Single engine","Jacksonville","FL",,0,,,,
"Sloan, John S.","Sloan","John S.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Louisville","KN",,0,,,,
"Smith, Albert H.","Smith","Albert H.",1945-03-11,"Flight Officer","SE-45-A","TAAF","Single engine","Jersey City","NJ",,0,,,,
"Smith, Burl E.","Smith","Burl E.",1945-04-15,"2nd Lt","SE-45-B","TAAF","Single engine","Oakland","CA",,0,,,,
"Smith, Edward M.","Smith","Edward M.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Smith, Elwood A.","Smith","Elwood A.",1943-12-07,"2nd Lt","CL-43-3","TAAF","Liaison pilot",,,,0,,,,
"Smith, Eugene D.","Smith","Eugene D.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Cincinnati","OH",,0,,,,"https://cafriseabove.org/eugene-d-smith/"
"Smith, Frederick D.","Smith","Frederick D.",1945-05-23,"2nd Lt","TE-45-C","TAAF","Twin engine","Pasadena","CA",,0,,,,
"Smith, Graham","Smith","Graham",1942-07-03,"2nd Lt","SE-42-F","TAAF","Single engine","Ahoskie","NC",,0,,,,"https://cafriseabove.org/captain-graham-smith-and-brother-flight-officer-reginald-vinson-smith/"
"Smith, Harold E.","Smith","Harold E.",1944-10-16,"1st Lt","TE-44-I-1","TAAF","Twin engine",,,,0,,,,
"Smith, Harold E., Jr.","Smith","Harold E., Jr.",1944-10-16,"1st Lt","TE-44-I-1","TAAF","Twin engine","Memphis","TN",,0,,,,
"Smith, Lewis C.","Smith","Lewis C.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Los Angeles","CA","Downed 1 Fw-190 on January 27, 1944",1,,,,
"Smith, Luther H.","Smith","Luther H.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Des Moines","IA","Downed 1 Me-109 on July 17, 1944; Downed 1 He-111 on October 12, 1944",2,,,,"https://cafriseabove.org/luther-h-smith/"
"Smith, Quentin P.","Smith","Quentin P.",1945-03-11,"2nd Lt","TE-45-A","TAAF","Twin engine","East Chicago","IL",,0,,,,
"Smith, Reginald V.","Smith","Reginald V.",1945-08-04,"Flight Officer","SE-45-E","TAAF","Single engine","Ahoskie","NC",,0,,,,"https://cafriseabove.org/captain-graham-smith-and-brother-flight-officer-reginald-vinson-smith/"
"Smith, Robert C.","Smith","Robert C.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Muskogee","OK",,0,,,,
"Smith, Robert H.","Smith","Robert H.",1943-10-01,"2nd Lt","SE-43-I","TAAF","Single engine","Baltimore","MD","Downed 1 Me-109 on July 17, 1944",1,,,,
"Smith, Sherman W.","Smith","Sherman W.",1943-12-07,"2nd Lt","CL-43-3","TAAF","Liaison pilot","San Antonio","TX",,0,,,,
"Smith, Thomas W.","Smith","Thomas W.",1944-12-28,"Flight Officer","SE-44-J","TAAF","Single engine","Lebanon","KY",,0,,,,
"Spann, Calvin J.","Spann","Calvin J.",1944-08-04,"Flight Officer","SE-44-G","TAAF","Single engine","Rutherford","NJ",,0,,,,"https://cafriseabove.org/calvin-j-spann/"
"Spears, Leon W.","Spears","Leon W.",1944-06-27,"Flight Officer","SE-44-F","TAAF","Single engine","Pueblo","CO",,0,,,,"https://cafriseabove.org/leon-woodie-spears/"
"Spencer, Roy M.","Spencer","Roy M.",1943-02-16,"2nd Lt","SE-43-B","TAAF","Single engine","Tallahassee","FL",,0,,,,
"Spicer, Cecil","Spicer","Cecil",1945-11-20,"2nd Lt","TE-45-H","TAAF","Twin engine","Greenville","OH",,0,,,,
"Spriggs, Thurman E.","Spriggs","Thurman E.",1945-11-20,"2nd Lt","SE-45-H","TAAF","Single engine","DesMoines","IA",,0,,,,
"Spurlin, Jerome D.","Spurlin","Jerome D.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Chicago","IL",,0,,,,
"Squires, John W.","Squires","John W.",1944-09-08,"Flight Officer","SE-44-H","TAAF","Single engine","St. Louis","MO",,0,,,,"https://cafriseabove.org/john-w-squires/"
"Stanton, Charles R.","Stanton","Charles R.",1943-01-14,"2nd Lt","SE-43-A","TAAF","Single engine","Portland","OR",,0,,,,
"Starks, Arnett W., Jr.","Starks","Arnett W., Jr.",1944-05-23,"Flight Officer","SE-44-E","TAAF","Single engine","Los Angeles","CA",,0,,,,"https://cafriseabove.org/arnett-w-starks-jr/"
"Stephens, Charles W.","Stephens","Charles W.",,"Flight Officer",,"TAAF","Service pilot","Monroeville","AL",,0,,,,"https://cafriseabove.org/charles-w-stephens-jr/"
"Stephens, Leroy, Jr.","Stephens","Leroy, Jr.",1943-10-22,"1st Lt","CL-43-2","TAAF","Liaison pilot","Chicago","IL",,0,,,,
"Stephenson, William W., Jr.","Stephenson","William W., Jr.",1944-12-28,"Flight Officer","SE-44-J","TAAF","Single engine","Washington","DC",,0,,,,
"Stevens, Richard G.","Stevens","Richard G.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Washington","DC",,0,,,,
"Stevenson, James V.","Stevenson","James V.",1944-11-20,"2nd Lt","TE-44-I","TAAF","Twin engine","San Antonio","TX",,0,,,,
"Steward, Lowell C.","Steward","Lowell C.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Los Angeles","CA",,0,,,,"https://cafriseabove.org/lowell-c-steward/"
"Stewart, Harry T., Jr.","Stewart","Harry T., Jr.",1944-06-27,"2nd Lt","SE-44-F","TAAF","Single engine","Corona","NY","Downed 3 Fw-190s on April 1, 1945",3,,,,"https://cafriseabove.org/harry-t-stewart-jr/"
"Stewart, Nathaniel C.","Stewart","Nathaniel C.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Stiger, Roosevelt","Stiger","Roosevelt",1944-03-12,"2nd Lt","SE-44-C","TAAF","Single engine","Jackson","MI",,0,,,,"https://cafriseabove.org/lt-roosevelt-stiger/"
"Stoudmire, Norvel","Stoudmire","Norvel",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","St. Louis","MO",,0,,,,"https://cafriseabove.org/norvell-stoudmire/"
"Stovall, Charles L.","Stovall","Charles L.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Wichita","KS",,0,,,,
"Streat, William A., Jr.","Streat","William A., Jr.",1945-11-20,"Flight Officer","TE-45-H","TAAF","Twin engine","Lawrenceville","VA",,0,,,,
"Street, Thomas C.","Street","Thomas C.",1944-08-04,"2nd Lt","SE-44-G","TAAF","Single engine","Springfield","NJ",,0,,,,"https://cafriseabove.org/thomas-c-street/"
"Suggs, John J.","Suggs","John J.",1943-05-28,"2nd Lt","SE-43-E","TAAF","Single engine","Terre Haute","IN",,0,,,,
"Surcey, Wayman P.","Surcey","Wayman P.",1944-11-20,"Flight Officer","TE-44-I","TAAF","Twin engine","Jacksonville","FL",,0,,,,
"Talton, James E.","Talton","James E.",1945-09-08,"Flight Officer","TE-45-F","TAAF","Twin engine","Merchantville","NJ",,0,,,,
"Tate, Charles W.","Tate","Charles W.",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","Pittsburgh","PA",,0,,,,
"Taylor, Elmer W.","Taylor","Elmer W.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Pittsburgh","PA",,0,,,,"https://cafriseabove.org/elmer-w-taylor/"
"Taylor, George A.","Taylor","George A.",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Taylor, James E.","Taylor","James E.",1945-04-15,"Flight Officer","TE-45-B","TAAF","Twin engine","Champaign","IL",,0,,,,
"Taylor, Lloyd R. V.","Taylor","Lloyd R. V.",1943-09-30,"2nd Lt","CL-43-1","TAAF","Liaison pilot","Atlanta","GA",,0,,,,
"Taylor, Ulysses S.","Taylor","Ulysses S.",1943-04-29,"2nd Lt","SE-43-D","TAAF","Single engine","Kaufman","TX",,0,,,,
"Taylor, William H., Jr.","Taylor","William H., Jr.",1945-08-04,"Flight Officer","TE-45-E","TAAF","Twin engine","Inkster","MI",,0,,,,
"Temple, Alva N.","Temple","Alva N.",1943-07-28,"2nd Lt","SE-43-G","TAAF","Single engine","Carrollton","AL",,0,,,,"https://cafriseabove.org/alva-temple/"
"Terry, Kenneth E.","Terry","Kenneth E.",1945-09-08,"Flight Officer","TE-45-F","TAAF","Twin engine","Emporia","KS",,0,,,,
"Terry, Robert","Terry","Robert",,"Flight Officer",,"TAAF","Service pilot",,,,0,,,,
"Terry, Roger C.","Terry","Roger C.",1944-02-01,"2nd Lt","TE-44-K","TAAF","Twin engine","Los Angeles","CA",,0,,,,"https://cafriseabove.org/roger-cecil-terry/"
"Theodore, Eugene G.","Theodore","Eugene G.",1944-11-20,"2nd Lt","SE-44-I","TAAF","Single engine","Port of Spain","TD",,0,,,,
"Thomas, Daniel C.","Thomas","Daniel C.",1943-10-22,"2nd Lt","CL-43-2","TAAF","Liaison pilot","Washington City","PA",,0,,,,
"Thomas, Edward M.","Thomas","Edward M.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Chicago","IL",,0,,,,
"Thomas, Walter H., Jr.","Thomas","Walter H., Jr.",1945-06-27,"Flight Officer","SE-45-D","TAAF","Single engine","Redlands","CA",,0,,,,
"Thomas, William H.","Thomas","William H.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Los Angeles","CA","Downed 1 Fw-190 on August 24, 1944",1,,,,
"Thompson, Donald N., Jr.","Thompson","Donald N., Jr.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Thompson, Floyd A.","Thompson","Floyd A.",1943-08-30,"2nd Lt","SE-43-H","TAAF","Single engine","London","WV",,0,,,,
"Thompson, Francis R","Thompson","Francis R",1945-03-11,"2nd Lt","TE-45-A","TAAF","Twin engine","Brooklyn","NY",,0,,,,
"Thompson, James A.","Thompson","James A.",1945-10-16,"Flight Officer","SE-45-G","TAAF","Single engine","Cleveland","OH",,0,,,,
"Thompson, Reid E.","Thompson","Reid E.",1943-12-05,"2nd Lt","SE-43-K","TAAF","Single engine","New Rochelle","NY",,0,,,,
"Thorpe, Herbert C.","Thorpe","Herbert C.",1945-10-16,"2nd Lt","TE-45-G","TAAF","Twin engine","Brooklyn","NY",,0,,,,"https://cafriseabove.org/richard-e-thorpe/"
"Thorpe, Richard E.","Thorpe","Richard E.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Brooklyn","NY",,0,,,,"https://cafriseabove.org/richard-e-thorpe/"
"Tindall, Thomas J.","Tindall","Thomas J.",1945-05-23,"Flight Officer","SE-45-C","TAAF","Single engine","East Orange","NJ",,0,,,,
"Toatley, Ephraim E., Jr.","Toatley","Ephraim E., Jr.",1944-02-01,"2nd Lt","SE-44-K","TAAF","Single engine","Philadelphia","PA",,0,,,,
"Tompkins, William D.","Tompkins","William D.",1943-11-03,"2nd Lt","SE-43-J","TAAF","Single engine","Fall River","MA",,0,,,,
"Toney, Mitchel N","Toney","Mitchel N",1945-08-04,"Flight Officer","TE-45-E","TAAF","Twin engine","Austin","TX",,0,,,,
"Toppins, Edward L.","Toppins","Edward L.",1942-09-06,"2nd Lt","SE-42-H","TAAF","Single engine","San Francisco","CA","Downed 1 Fw-190 on January 27, 1944; Downed 1 Fw-190 on July 18, 1944; Downed 1 Me-109 on July 20, 1944; Downed 1 Me-109 on July 26, 1944",4,,,,"https://cafriseabove.org/edward-lucien-toppins/"
"Tresville, Robert B., Jr.","Tresville","Robert B., Jr.",1942-12-13,"2nd Lt","SE-42-K","TAAF","Single engine","Bay City","TX",,0,,,,"https://cafriseabove.org/robert-b-tresville-jr/"
"Trott, Robert G.","Trott","Robert G.",1945-06-27,"2nd Lt","SE-45-D","TAAF","Single engine","Mt. Vernon","NY",,0,,,,
"Tucker, Lemuel L.","Tucker","Lemuel L.",1943-12-07,"2nd Lt","CL-43-3","TAAF","Liaison pilot","Philadelphia","PA",,0,,,,
"Tucker, Paul","Tucker","Paul",1945-04-15,"Flight Officer","SE-45-B","TAAF","Single engine","Detroit","MI",,0,,,,
"Turner, Allen H.","Turner","Allen H.",1944-10-16,"2nd Lt","SE-44-I-1","TAAF","Single engine","Flint","MI",,0,,,,
"Turner, Andrew D.","Turner","Andrew D.",1942-10-09,"2nd Lt","SE-42-I","TAAF","Single engine","Washington","DC",,0,,,,"https://cafriseabove.org/andrew-d-turner/"
"Turner, Gordon G.","Turner","Gordon G.",1945-08-04,"2nd Lt","SE-45-E","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Turner, John B.","Turner","John B.",1944-06-27,"2nd Lt","TE-44-F","TAAF","Twin engine","Atlanta","GA",,0,,,,
"Turner, Leon L.","Turner","Leon L.",1944-01-07,"2nd Lt","TE-44-A","TAAF","Twin engine","Washington","DC",,0,,,,
"Turner, Leonard F.","Turner","Leonard F.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Washington","DC",,0,,,,"https://cafriseabove.org/artifact/items-of-maj-leonard-f-turner/"
"Turner, Ralph L.","Turner","Ralph L.",1944-04-15,"Flight Officer","SE-44-D","TAAF","Single engine","Los Angeles","CA",,0,,,,
"Twine, Saint M., Jr.","Twine","Saint M., Jr.",1944-01-07,"Flight Officer","TE-44-A","TAAF","Twin engine","Los Angeles","CA",,0,,,,
"Tyler, William A., Jr.","Tyler","William A., Jr.",1945-05-23,"2nd Lt","TE-45-C","TAAF","Twin engine","Pittsburg","PA",,0,,,,
"Valentine, Cleophus W.","Valentine","Cleophus W.",1945-03-11,"2nd Lt","TE-45-A","TAAF","Twin engine","Detroit","MI",,0,,,,
"Vaughan, Leonard O.","Vaughan","Leonard O.",1944-11-20,"Flight Officer","SE-44-I","TAAF","Single engine","Brooklyn","NY",,0,,,,
"Velasquez, Frederick B.","Velasquez","Frederick B.",1944-12-28,"Flight Officer","TE-44-J","TAAF","Twin engine","Chicago","IL",,0,,,,
"Verwayne, Peter C.","Verwayne","Peter C.",1942-12-13,"2nd Lt","SE-42-K","TAAF","Single engine","New York","NY",,0,,,,
"Waddell, Reginald C., Jr.","Waddell","Reginald C., Jr.",1944-11-20,"Flight Officer","SE-44-I","TAAF","Single engine","Chicago","IL",,0,,,,
"Walker, Charles E.","Walker","Charles E.",1944-01-07,"2nd Lt","TE-44-A","TAAF","Twin engine","Jackson","MI",,0,,,,
"Walker, Frank D.","Walker","Frank D.",1943-06-30,"2nd Lt","SE-43-F","TAAF","Single engine","Richmond","KY",,0,,,,
